Date,data,median,LB,UB
2024-04-21,0,2.38,0,5.03
2024-04-28,2,2.55,0.17,4.93
2024-05-05,6,2.71,0.58,4.84
2024-05-12,6,2.88,0.98,4.77
2024-05-19,1,3.04,1.35,4.73
2024-05-26,2,3.2,1.67,4.74
2024-06-02,0,3.37,1.94,4.8
2024-06-09,10,3.53,2.14,4.92
2024-06-16,3,3.7,2.27,5.13
2024-06-23,3,3.86,2.33,5.39
2024-06-30,2,4.03,2.33,5.72
2024-07-07,4,4.19,2.3,6.09
2024-07-14,3,4.35,2.23,6.48
2024-07-21,4,4.52,2.14,6.9
2024-07-28,7,4.68,2.04,7.33
2024-08-04,NA,4.85,1.92,7.77
2024-08-11,NA,5.01,1.8,8.23
2024-08-18,NA,5.18,1.67,8.68
2024-08-25,NA,5.34,1.54,9.14
