month,day,data,median,LB,UB
4,7,122,122,122,122
4,14,162,97.1437349843398,-0,222.808374987885
4,21,0,107.69279757242,-0,232.066118692565
4,28,159,117.574381623407,-0,240.791258023451
5,5,137,130.461993846985,4.90422257771331,250.252941779267
5,12,149,135.137538335955,15.1282831471933,254.122468491079
5,19,138,142.492553721499,25.3143602459332,260.561938076508
5,26,117,148.963056460537,26.1235398402749,267.695431209496
6,2,153,154.066695475138,24.7414733024992,277.589307080633
6,9,177,156.904182977012,25.4923787287956,292.114016286763
6,16,NaN,163.252774927325,22.8111246806717,310.50712141287
6,23,NaN,163.934941942553,10.563493135413,327.516135794664
6,30,NaN,167.888952561198,6.48729805792093,354.379724695072
7,7,NaN,169.101744406559,-0,383.007908818093
