month,day,data,median,LB,UB
4,7,122,122,122,122
4,14,162,95.6694808850369,-0,219.802548709305
4,21,0,103.922052830851,-0,229.812203245495
4,28,159,118.077260157511,-0,236.323057418744
5,5,137,126.208276078729,4.67471327679744,246.463714904997
5,12,149,135.875924184751,16.5976553787905,251.371988878277
5,19,138,141.697319939244,24.4458602059201,259.617321981562
5,26,117,148.446170301331,24.8308520739057,268.742944791848
6,2,153,152.098201766536,27.6298975594845,277.299619392379
6,9,177,156.007206710712,26.6078510463892,289.438841020935
6,16,NaN,161.327424027459,21.3472761657734,305.688654449007
6,23,NaN,163.010951128214,13.130244988196,327.867748729839
6,30,NaN,167.787775724417,9.23023263212812,354.309790072978
7,7,NaN,169.567782084032,0.944592514246228,384.82078664592
