Date,data,median,LB,UB
2024-03-31,4,2.72,0.15,5.3
2024-04-07,3,2.79,0.48,5.11
2024-04-14,2,2.86,0.79,4.93
2024-04-21,0,2.93,1.08,4.77
2024-04-28,2,3,1.35,4.65
2024-05-05,6,3.06,1.57,4.56
2024-05-12,6,3.13,1.74,4.52
2024-05-19,1,3.2,1.85,4.55
2024-05-26,2,3.27,1.88,4.66
2024-06-02,0,3.34,1.84,4.83
2024-06-09,10,3.4,1.75,5.05
2024-06-16,3,3.47,1.63,5.32
2024-06-23,3,3.54,1.47,5.61
2024-06-30,2,3.61,1.29,5.92
2024-07-07,4,3.68,1.1,6.25
2024-07-14,NA,3.74,0.89,6.59
2024-07-21,NA,3.81,0.68,6.94
2024-07-28,NA,3.88,0.46,7.29
2024-08-04,NA,3.95,0.24,7.65
