month,day,data,median,LB,UB
4,28,21,21,21,21
5,5,30,20.4132883745635,-0,50.2042292677895
5,12,25,23.6971119948577,-0,52.4531985430484
5,19,17,25.4184873032549,-0,53.6170843746728
5,26,12,27.2312968949913,-0,56.0956146669987
6,2,30,29.276166428242,1.10401347012577,57.3030382538019
6,9,45,30.5226119850035,1.73615879492624,59.0806159618096
6,16,43,31.1581576865848,0.929038075536871,60.4040873024182
6,23,20,32.8199102371861,0.855269700275517,64.488338352856
6,30,NaN,33.0732391164693,0.569629582923147,69.0412383451555
7,7,NaN,33.438143424996,-0,77.0843106875002
7,14,NaN,34.3373566966169,-0,87.6934043062576
7,21,NaN,34.5110285657568,-0,102.459524934117
