Date,data,median,LB,UB
2024-04-28,2,3.06,0,7.73
2024-05-05,6,3.18,0,7.92
2024-05-12,6,3.31,0,7.93
2024-05-19,1,3.43,0,8.01
2024-05-26,2,3.56,0,8.58
2024-06-02,0,3.68,0,8.56
2024-06-09,10,3.81,0,8.78
2024-06-16,3,3.93,0,8.54
2024-06-23,3,4.06,0,9.03
2024-06-30,2,4.18,0,8.8
2024-07-07,4,4.31,0,8.7
2024-07-14,3,4.43,0,9.27
2024-07-21,4,4.56,0,9.45
2024-07-28,7,4.68,0,9.67
2024-08-04,6,4.81,0.28,9.47
2024-08-11,NA,4.93,0.38,9.29
2024-08-18,NA,5.06,0.4,9.9
2024-08-25,NA,5.18,0.57,10.05
2024-09-01,NA,5.31,0.49,10.04
