Date,data,median,LB,UB
2024-04-28,2,3.06,0.49,5.63
2024-05-05,6,3.18,0.87,5.49
2024-05-12,6,3.31,1.24,5.37
2024-05-19,1,3.43,1.59,5.27
2024-05-26,2,3.56,1.91,5.2
2024-06-02,0,3.68,2.2,5.17
2024-06-09,10,3.81,2.42,5.19
2024-06-16,3,3.93,2.58,5.28
2024-06-23,3,4.06,2.67,5.44
2024-06-30,2,4.18,2.7,5.67
2024-07-07,4,4.31,2.66,5.95
2024-07-14,3,4.43,2.59,6.27
2024-07-21,4,4.56,2.49,6.62
2024-07-28,7,4.68,2.37,6.99
2024-08-04,6,4.81,2.24,7.38
2024-08-11,NA,4.93,2.09,7.77
2024-08-18,NA,5.06,1.94,8.18
2024-08-25,NA,5.18,1.78,8.59
2024-09-01,NA,5.31,1.61,9
