Date,data,median,LB,UB
2024-05-12,12,6.3,1.54,11.06
2024-05-19,5,7,2.72,11.28
2024-05-26,11,7.7,3.88,11.52
2024-06-02,7,8.4,4.99,11.81
2024-06-09,11,9.1,6.06,12.14
2024-06-16,9,9.8,7.05,12.55
2024-06-23,11,10.5,7.93,13.07
2024-06-30,3,11.2,8.7,13.7
2024-07-07,9,11.9,9.33,14.47
2024-07-14,4,12.6,9.85,15.35
2024-07-21,15,13.3,10.26,16.34
2024-07-28,21,14,10.59,17.41
2024-08-04,10,14.7,10.88,18.52
2024-08-11,21,15.4,11.12,19.68
2024-08-18,19,16.1,11.34,20.86
2024-08-25,NA,16.8,11.54,22.06
2024-09-01,NA,17.5,11.72,23.28
2024-09-08,NA,18.2,11.9,24.5
2024-09-15,NA,18.9,12.06,25.74
