Date,data,median,LB,UB
2024-05-12,12,6.3,0,14.53
2024-05-19,5,7,0,16.1
2024-05-26,11,7.7,0,16.21
2024-06-02,7,8.4,0,16.93
2024-06-09,11,9.1,0.25,18.53
2024-06-16,9,9.8,1.62,18.9
2024-06-23,11,10.5,1.31,19.72
2024-06-30,3,11.2,3.09,19.99
2024-07-07,9,11.9,2.07,20.92
2024-07-14,4,12.6,4.02,21.03
2024-07-21,15,13.3,4.33,21.72
2024-07-28,21,14,4.96,23.02
2024-08-04,10,14.7,5.29,23.82
2024-08-11,21,15.4,6.6,24.73
2024-08-18,19,16.1,7.63,24.62
2024-08-25,NA,16.8,8.32,24.9
2024-09-01,NA,17.5,8.96,26.16
2024-09-08,NA,18.2,9.7,27.15
2024-09-15,NA,18.9,9.99,27.72
