Date,data,median,LB,UB
2024-05-19,12,10.99,6.41,15.57
2024-05-26,0,10.89,6.77,15.01
2024-06-02,16,10.78,7.1,14.46
2024-06-09,19,10.68,7.4,13.96
2024-06-16,8,10.58,7.65,13.51
2024-06-23,14,10.47,7.82,13.13
2024-06-30,10,10.37,7.9,12.84
2024-07-07,9,10.27,7.86,12.67
2024-07-14,8,10.16,7.69,12.63
2024-07-21,12,10.06,7.41,12.71
2024-07-28,7,9.96,7.03,12.89
2024-08-04,8,9.85,6.57,13.13
2024-08-11,7,9.75,6.07,13.43
2024-08-18,15,9.65,5.53,13.76
2024-08-25,9,9.54,4.96,14.12
2024-09-01,NA,9.44,4.37,14.5
2024-09-08,NA,9.33,3.77,14.89
2024-09-15,NA,9.23,3.16,15.3
2024-09-22,NA,9.13,2.55,15.71
