Date,data,median,LB,UB
2024-05-19,12,10.96,1.99,19.3
2024-05-26,0,10.86,2.64,19.43
2024-06-02,16,10.76,2.48,19.21
2024-06-09,19,10.66,2.22,19.53
2024-06-16,8,10.56,1.52,19.53
2024-06-23,14,10.45,1.44,18.5
2024-06-30,10,10.35,2.09,18.94
2024-07-07,9,10.25,2.06,19.28
2024-07-14,8,10.15,1.87,19.35
2024-07-21,12,10.05,1.18,18.81
2024-07-28,7,9.95,2.01,19.16
2024-08-04,8,9.85,1.31,18.93
2024-08-11,7,9.75,1.93,17.69
2024-08-18,15,9.65,1.69,17.9
2024-08-25,9,9.55,1.41,17.73
2024-09-01,NA,9.44,1.03,17.16
2024-09-08,NA,9.34,1.03,18.08
2024-09-15,NA,9.24,1.09,18.18
2024-09-22,NA,9.14,0.64,17.05
